template,prompt,target,meta_json
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL7512, <ALT> 3000ft, <RWY> 23L, <DIST> 20.5NM [Pilot]: Greensboro Approach, <F#> AAL7512, level 8000 feet, inbound for landing.","[ATC]: AAL7512, radar contact, descend and maintain 3000, expect ILS Runway 23L.","{""callsign"": ""AAL7512"", ""pilot_alt"": 8000, ""assign_alt"": 3000, ""dist_nm"": 20.5, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""05L"", ""wind_dir"": 310, ""wind_spd"": 7, ""gate"": ""C3"", ""route"": ""Foxtrot, Echo, Lima""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> DAL6327, <TXWY> Foxtrot, Hotel, <GATE> A5 [Pilot]: Greensboro Ground, <F#> DAL6327, clear of active, request taxi to Gate <GATE> A5.","[ATC]: DAL6327, taxi to Gate A5 via Foxtrot, Hotel.","{""callsign"": ""DAL6327"", ""pilot_alt"": 8000, ""assign_alt"": 5000, ""dist_nm"": 21.6, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""23L"", ""wind_dir"": 270, ""wind_spd"": 15, ""gate"": ""A5"", ""route"": ""Foxtrot, Hotel""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> ASA1745, <GATE> D2, <RWY> 23L, <TXWY> Charlie, Alpha, Hotel, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> ASA1745, at Gate <GATE> D2, request taxi to Runway <RWY> 23L.","[ATC]: ASA1745, taxi to Runway 23L via Charlie, Alpha, Hotel, hold short of Runway 05L.","{""callsign"": ""ASA1745"", ""pilot_alt"": 7000, ""assign_alt"": 3000, ""dist_nm"": 20.7, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""05L"", ""wind_dir"": 180, ""wind_spd"": 12, ""gate"": ""D2"", ""route"": ""Charlie, Alpha, Hotel""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> FFT4670, <WIND> 180 at 14, <RWY> 32, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> FFT4670, <DIST> 15 miles out.","[ATC]: FFT4670, wind 180 at 14, Runway 32 cleared to land.","{""callsign"": ""FFT4670"", ""pilot_alt"": 7000, ""assign_alt"": 6000, ""dist_nm"": 21.3, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""23R"", ""wind_dir"": 180, ""wind_spd"": 14, ""gate"": ""C5"", ""route"": ""Lima, Bravo, Charlie""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT2502, <GATE> C1, <RWY> 05R, <TXWY> Golf, Lima, <HSRWY> 32 [Pilot]: Greensboro Ground, <F#> FFT2502, at Gate <GATE> C1, request taxi to Runway <RWY> 05R.","[ATC]: FFT2502, taxi to Runway 05R via Golf, Lima, hold short of Runway 32.","{""callsign"": ""FFT2502"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 9.7, ""dist_mi"": 10, ""rwy"": ""05R"", ""hs_rwy"": ""32"", ""wind_dir"": 210, ""wind_spd"": 4, ""gate"": ""C1"", ""route"": ""Golf, Lima""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL704, <WIND> 200 at 6, <RWY> 23R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> DAL704, <DIST> 15 miles out.","[ATC]: DAL704, wind 200 at 6, Runway 23R cleared to land.","{""callsign"": ""DAL704"", ""pilot_alt"": 8000, ""assign_alt"": 5000, ""dist_nm"": 15.5, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""14"", ""wind_dir"": 200, ""wind_spd"": 6, ""gate"": ""D2"", ""route"": ""Kilo, Alpha""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N3500P, <GATE> A5, <RWY> 05R, <TXWY> Charlie, Juliet, Alpha, <HSRWY> 23L [Pilot]: Greensboro Ground, <F#> N3500P, at Gate <GATE> A5, request taxi to Runway <RWY> 05R.","[ATC]: N3500P, taxi to Runway 05R via Charlie, Juliet, Alpha, hold short of Runway 23L.","{""callsign"": ""N3500P"", ""pilot_alt"": 8000, ""assign_alt"": 5000, ""dist_nm"": 18.2, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""23L"", ""wind_dir"": 260, ""wind_spd"": 13, ""gate"": ""A5"", ""route"": ""Charlie, Juliet, Alpha""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> ASA7221, <GATE> C1, <RWY> 05L, <TXWY> Echo, Bravo, <HSRWY> 05R [Pilot]: Greensboro Ground, <F#> ASA7221, at Gate <GATE> C1, request taxi to Runway <RWY> 05L.","[ATC]: ASA7221, taxi to Runway 05L via Echo, Bravo, hold short of Runway 05R.","{""callsign"": ""ASA7221"", ""pilot_alt"": 10000, ""assign_alt"": 3000, ""dist_nm"": 22.1, ""dist_mi"": 15, ""rwy"": ""05L"", ""hs_rwy"": ""05R"", ""wind_dir"": 270, ""wind_spd"": 5, ""gate"": ""C1"", ""route"": ""Echo, Bravo""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> ASA9492, <ALT> 5000ft, <RWY> 14, <DIST> 13.3NM [Pilot]: Greensboro Approach, <F#> ASA9492, level 7000 feet, inbound for landing.","[ATC]: ASA9492, radar contact, descend and maintain 5000, expect ILS Runway 14.","{""callsign"": ""ASA9492"", ""pilot_alt"": 7000, ""assign_alt"": 5000, ""dist_nm"": 13.3, ""dist_mi"": 13, ""rwy"": ""14"", ""hs_rwy"": ""05R"", ""wind_dir"": 220, ""wind_spd"": 14, ""gate"": ""B2"", ""route"": ""Hotel, Kilo, Delta""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> UAL7297, <TXWY> Echo, Delta, <GATE> A5 [Pilot]: Greensboro Ground, <F#> UAL7297, clear of active, request taxi to Gate <GATE> A5.","[ATC]: UAL7297, taxi to Gate A5 via Echo, Delta.","{""callsign"": ""UAL7297"", ""pilot_alt"": 7000, ""assign_alt"": 6000, ""dist_nm"": 24.0, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""32"", ""wind_dir"": 210, ""wind_spd"": 8, ""gate"": ""A5"", ""route"": ""Echo, Delta""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N2582Z, <GATE> B6, <RWY> 32, <TXWY> Golf, Lima, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> N2582Z, at Gate <GATE> B6, request taxi to Runway <RWY> 32.","[ATC]: N2582Z, taxi to Runway 32 via Golf, Lima, hold short of Runway 14.","{""callsign"": ""N2582Z"", ""pilot_alt"": 9000, ""assign_alt"": 6000, ""dist_nm"": 14.1, ""dist_mi"": 14, ""rwy"": ""32"", ""hs_rwy"": ""14"", ""wind_dir"": 180, ""wind_spd"": 14, ""gate"": ""B6"", ""route"": ""Golf, Lima""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> SWA4410, <GATE> B6, <RWY> 05L, <TXWY> Hotel, Bravo, Foxtrot, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> SWA4410, at Gate <GATE> B6, request taxi to Runway <RWY> 05L.","[ATC]: SWA4410, taxi to Runway 05L via Hotel, Bravo, Foxtrot, hold short of Runway 14.","{""callsign"": ""SWA4410"", ""pilot_alt"": 6000, ""assign_alt"": 3000, ""dist_nm"": 21.4, ""dist_mi"": 15, ""rwy"": ""05L"", ""hs_rwy"": ""14"", ""wind_dir"": 270, ""wind_spd"": 5, ""gate"": ""B6"", ""route"": ""Hotel, Bravo, Foxtrot""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> N1704R, <WIND> 190 at 12, <RWY> 23L, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> N1704R, <DIST> 15 miles out.","[ATC]: N1704R, wind 190 at 12, Runway 23L cleared to land.","{""callsign"": ""N1704R"", ""pilot_alt"": 7000, ""assign_alt"": 3000, ""dist_nm"": 22.2, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""05L"", ""wind_dir"": 190, ""wind_spd"": 12, ""gate"": ""B6"", ""route"": ""Alpha, Golf""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA3002, <TXWY> Foxtrot, Charlie, <GATE> C5 [Pilot]: Greensboro Ground, <F#> SWA3002, clear of active, request taxi to Gate <GATE> C5.","[ATC]: SWA3002, taxi to Gate C5 via Foxtrot, Charlie.","{""callsign"": ""SWA3002"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 22.6, ""dist_mi"": 15, ""rwy"": ""05L"", ""hs_rwy"": ""23L"", ""wind_dir"": 320, ""wind_spd"": 8, ""gate"": ""C5"", ""route"": ""Foxtrot, Charlie""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> N901V, <ALT> 6000ft, <RWY> 05R, <DIST> 16.9NM [Pilot]: Greensboro Approach, <F#> N901V, level 7000 feet, inbound for landing.","[ATC]: N901V, radar contact, descend and maintain 6000, expect ILS Runway 05R.","{""callsign"": ""N901V"", ""pilot_alt"": 7000, ""assign_alt"": 6000, ""dist_nm"": 16.9, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""14"", ""wind_dir"": 190, ""wind_spd"": 7, ""gate"": ""A1"", ""route"": ""Juliet, Bravo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> FFT2481, <WIND> 280 at 15, <RWY> 05R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> FFT2481, <DIST> 15 miles out.","[ATC]: FFT2481, wind 280 at 15, Runway 05R cleared to land.","{""callsign"": ""FFT2481"", ""pilot_alt"": 8000, ""assign_alt"": 6000, ""dist_nm"": 21.3, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""32"", ""wind_dir"": 280, ""wind_spd"": 15, ""gate"": ""C5"", ""route"": ""Kilo, Golf, Bravo""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> UAL5678, <GATE> D4, <RWY> 32, <TXWY> Alpha, Echo, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> UAL5678, at Gate <GATE> D4, request taxi to Runway <RWY> 32.","[ATC]: UAL5678, taxi to Runway 32 via Alpha, Echo, hold short of Runway 14.","{""callsign"": ""UAL5678"", ""pilot_alt"": 7000, ""assign_alt"": 6000, ""dist_nm"": 17.6, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""14"", ""wind_dir"": 260, ""wind_spd"": 14, ""gate"": ""D4"", ""route"": ""Alpha, Echo""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> UAL6400, <GATE> B4, <RWY> 05R, <TXWY> Bravo, Foxtrot, <HSRWY> 32 [Pilot]: Greensboro Ground, <F#> UAL6400, at Gate <GATE> B4, request taxi to Runway <RWY> 05R.","[ATC]: UAL6400, taxi to Runway 05R via Bravo, Foxtrot, hold short of Runway 32.","{""callsign"": ""UAL6400"", ""pilot_alt"": 9000, ""assign_alt"": 6000, ""dist_nm"": 20.9, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""32"", ""wind_dir"": 310, ""wind_spd"": 15, ""gate"": ""B4"", ""route"": ""Bravo, Foxtrot""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> ASA2018, <ALT> 4000ft, <RWY> 14, <DIST> 13.5NM [Pilot]: Greensboro Approach, <F#> ASA2018, level 8000 feet, inbound for landing.","[ATC]: ASA2018, radar contact, descend and maintain 4000, expect ILS Runway 14.","{""callsign"": ""ASA2018"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 13.5, ""dist_mi"": 14, ""rwy"": ""14"", ""hs_rwy"": ""23L"", ""wind_dir"": 260, ""wind_spd"": 4, ""gate"": ""A5"", ""route"": ""Hotel, Bravo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> UAL2869, <WIND> 220 at 7, <RWY> 05L, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> UAL2869, <DIST> 15 miles out.","[ATC]: UAL2869, wind 220 at 7, Runway 05L cleared to land.","{""callsign"": ""UAL2869"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 16.6, ""dist_mi"": 15, ""rwy"": ""05L"", ""hs_rwy"": ""14"", ""wind_dir"": 220, ""wind_spd"": 7, ""gate"": ""C3"", ""route"": ""Hotel, Echo, Alpha""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> ASA9985, <WIND> 180 at 11, <RWY> 23R, <DIST> 3mi [Pilot]: Greensboro Tower, <F#> ASA9985, <DIST> 3 miles out.","[ATC]: ASA9985, wind 180 at 11, Runway 23R cleared to land.","{""callsign"": ""ASA9985"", ""pilot_alt"": 7000, ""assign_alt"": 3000, ""dist_nm"": 3.1, ""dist_mi"": 3, ""rwy"": ""23R"", ""hs_rwy"": ""05L"", ""wind_dir"": 180, ""wind_spd"": 11, ""gate"": ""A3"", ""route"": ""Charlie, Golf""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> SWA3514, <WIND> 260 at 5, <RWY> 23L, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> SWA3514, <DIST> 15 miles out.","[ATC]: SWA3514, wind 260 at 5, Runway 23L cleared to land.","{""callsign"": ""SWA3514"", ""pilot_alt"": 9000, ""assign_alt"": 5000, ""dist_nm"": 19.7, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""05R"", ""wind_dir"": 260, ""wind_spd"": 5, ""gate"": ""B2"", ""route"": ""Kilo, Alpha""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> DAL4884, <TXWY> Golf, Foxtrot, <GATE> A3 [Pilot]: Greensboro Ground, <F#> DAL4884, clear of active, request taxi to Gate <GATE> A3.","[ATC]: DAL4884, taxi to Gate A3 via Golf, Foxtrot.","{""callsign"": ""DAL4884"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 14.4, ""dist_mi"": 14, ""rwy"": ""14"", ""hs_rwy"": ""23L"", ""wind_dir"": 180, ""wind_spd"": 10, ""gate"": ""A3"", ""route"": ""Golf, Foxtrot""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> AAL8834, <TXWY> Golf, Delta, Hotel, <GATE> C5 [Pilot]: Greensboro Ground, <F#> AAL8834, clear of active, request taxi to Gate <GATE> C5.","[ATC]: AAL8834, taxi to Gate C5 via Golf, Delta, Hotel.","{""callsign"": ""AAL8834"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 4.6, ""dist_mi"": 5, ""rwy"": ""05L"", ""hs_rwy"": ""14"", ""wind_dir"": 270, ""wind_spd"": 14, ""gate"": ""C5"", ""route"": ""Golf, Delta, Hotel""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> DAL3305, <TXWY> Foxtrot, Delta, <GATE> A5 [Pilot]: Greensboro Ground, <F#> DAL3305, clear of active, request taxi to Gate <GATE> A5.","[ATC]: DAL3305, taxi to Gate A5 via Foxtrot, Delta.","{""callsign"": ""DAL3305"", ""pilot_alt"": 10000, ""assign_alt"": 5000, ""dist_nm"": 7.3, ""dist_mi"": 7, ""rwy"": ""14"", ""hs_rwy"": ""32"", ""wind_dir"": 250, ""wind_spd"": 13, ""gate"": ""A5"", ""route"": ""Foxtrot, Delta""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> N5754H, <TXWY> Alpha, Juliet, <GATE> A1 [Pilot]: Greensboro Ground, <F#> N5754H, clear of active, request taxi to Gate <GATE> A1.","[ATC]: N5754H, taxi to Gate A1 via Alpha, Juliet.","{""callsign"": ""N5754H"", ""pilot_alt"": 6000, ""assign_alt"": 3000, ""dist_nm"": 10.6, ""dist_mi"": 11, ""rwy"": ""23L"", ""hs_rwy"": ""05L"", ""wind_dir"": 200, ""wind_spd"": 14, ""gate"": ""A1"", ""route"": ""Alpha, Juliet""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> ASA1806, <ALT> 6000ft, <RWY> 05L, <DIST> 11.9NM [Pilot]: Greensboro Approach, <F#> ASA1806, level 7000 feet, inbound for landing.","[ATC]: ASA1806, radar contact, descend and maintain 6000, expect ILS Runway 05L.","{""callsign"": ""ASA1806"", ""pilot_alt"": 7000, ""assign_alt"": 6000, ""dist_nm"": 11.9, ""dist_mi"": 12, ""rwy"": ""05L"", ""hs_rwy"": ""05R"", ""wind_dir"": 190, ""wind_spd"": 12, ""gate"": ""A5"", ""route"": ""Delta, Kilo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL7717, <WIND> 230 at 12, <RWY> 32, <DIST> 10mi [Pilot]: Greensboro Tower, <F#> DAL7717, <DIST> 10 miles out.","[ATC]: DAL7717, wind 230 at 12, Runway 32 cleared to land.","{""callsign"": ""DAL7717"", ""pilot_alt"": 6000, ""assign_alt"": 3000, ""dist_nm"": 10.1, ""dist_mi"": 10, ""rwy"": ""32"", ""hs_rwy"": ""05R"", ""wind_dir"": 230, ""wind_spd"": 12, ""gate"": ""C3"", ""route"": ""Foxtrot, Bravo, Charlie""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> UAL6679, <ALT> 4000ft, <RWY> 23L, <DIST> 22.1NM [Pilot]: Greensboro Approach, <F#> UAL6679, level 8000 feet, inbound for landing.","[ATC]: UAL6679, radar contact, descend and maintain 4000, expect ILS Runway 23L.","{""callsign"": ""UAL6679"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 22.1, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""32"", ""wind_dir"": 310, ""wind_spd"": 7, ""gate"": ""B2"", ""route"": ""Golf, Hotel, Echo""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> N7629J, <GATE> B6, <RWY> 05L, <TXWY> Kilo, Delta, Juliet, <HSRWY> 05R [Pilot]: Greensboro Ground, <F#> N7629J, at Gate <GATE> B6, request taxi to Runway <RWY> 05L.","[ATC]: N7629J, taxi to Runway 05L via Kilo, Delta, Juliet, hold short of Runway 05R.","{""callsign"": ""N7629J"", ""pilot_alt"": 7000, ""assign_alt"": 5000, ""dist_nm"": 15.4, ""dist_mi"": 15, ""rwy"": ""05L"", ""hs_rwy"": ""05R"", ""wind_dir"": 200, ""wind_spd"": 14, ""gate"": ""B6"", ""route"": ""Kilo, Delta, Juliet""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> FFT9826, <WIND> 240 at 11, <RWY> 05R, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> FFT9826, <DIST> 15 miles out.","[ATC]: FFT9826, wind 240 at 11, Runway 05R cleared to land.","{""callsign"": ""FFT9826"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 18.7, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""23R"", ""wind_dir"": 240, ""wind_spd"": 11, ""gate"": ""C1"", ""route"": ""Foxtrot, Charlie""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> FFT7337, <ALT> 4000ft, <RWY> 32, <DIST> 16.0NM [Pilot]: Greensboro Approach, <F#> FFT7337, level 6000 feet, inbound for landing.","[ATC]: FFT7337, radar contact, descend and maintain 4000, expect ILS Runway 32.","{""callsign"": ""FFT7337"", ""pilot_alt"": 6000, ""assign_alt"": 4000, ""dist_nm"": 16.0, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""05R"", ""wind_dir"": 280, ""wind_spd"": 15, ""gate"": ""A1"", ""route"": ""Bravo, Delta, Juliet""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> JBU7364, <TXWY> Lima, Bravo, <GATE> C3 [Pilot]: Greensboro Ground, <F#> JBU7364, clear of active, request taxi to Gate <GATE> C3.","[ATC]: JBU7364, taxi to Gate C3 via Lima, Bravo.","{""callsign"": ""JBU7364"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 11.8, ""dist_mi"": 12, ""rwy"": ""05R"", ""hs_rwy"": ""32"", ""wind_dir"": 280, ""wind_spd"": 16, ""gate"": ""C3"", ""route"": ""Lima, Bravo""}"
